930.2104600	1.3328618	196.0000000
930.2549220	1.3327981	216.0000000
930.2993840	1.3327344	205.0000000
930.3438460	1.3326707	209.0000000
930.3883080	1.3326070	196.0000000
930.4327700	1.3325433	211.0000000
930.4772320	1.3324796	218.0000000
930.5216940	1.3324160	219.0000000
930.5661560	1.3323523	198.0000000
930.6106180	1.3322887	197.0000000
930.6550800	1.3322250	207.0000000
930.6995420	1.3321614	215.0000000
930.7440040	1.3320977	210.0000000
930.7884660	1.3320341	222.0000000
930.8329280	1.3319705	194.0000000
930.8773900	1.3319068	214.0000000
930.9218520	1.3318432	220.0000000
930.9663140	1.3317796	207.0000000
931.0107760	1.3317160	203.0000000
931.0552380	1.3316524	221.0000000
931.0997000	1.3315888	210.0000000
931.1441620	1.3315253	201.0000000
931.1886240	1.3314617	206.0000000
931.2330860	1.3313981	213.0000000
931.2775480	1.3313345	180.0000000
931.3220100	1.3312710	214.0000000
931.3664720	1.3312074	205.0000000
931.4109340	1.3311439	215.0000000
931.4553960	1.3310803	205.0000000
931.4998580	1.3310168	190.0000000
931.5443200	1.3309533	189.0000000
931.5887820	1.3308898	212.0000000
931.6332440	1.3308262	199.0000000
931.6777060	1.3307627	194.0000000
931.7221680	1.3306992	206.0000000
931.7666300	1.3306357	205.0000000
931.8110920	1.3305722	197.0000000
931.8555540	1.3305088	205.0000000
931.9000160	1.3304453	218.0000000
931.9444780	1.3303818	216.0000000
931.9889400	1.3303183	202.0000000
932.0334020	1.3302549	214.0000000
932.0778640	1.3301914	225.0000000
932.1223260	1.3301280	194.0000000
932.1667880	1.3300645	209.0000000
932.2112500	1.3300011	197.0000000
932.2557120	1.3299376	221.0000000
932.3001740	1.3298742	200.0000000
932.3446360	1.3298108	205.0000000
932.3890980	1.3297474	193.0000000
932.4335600	1.3296840	194.0000000
932.4780220	1.3296206	212.0000000
932.5224840	1.3295572	192.0000000
932.5669460	1.3294938	205.0000000
932.6114080	1.3294304	188.0000000
932.6558700	1.3293670	202.0000000
932.7003320	1.3293037	209.0000000
932.7447940	1.3292403	193.0000000
932.7892560	1.3291769	217.0000000
932.8337180	1.3291136	200.0000000
932.8781800	1.3290502	198.0000000
932.9226420	1.3289869	194.0000000
932.9671040	1.3289236	198.0000000
933.0115660	1.3288602	194.0000000
933.0560280	1.3287969	198.0000000
933.1004900	1.3287336	206.0000000
933.1449520	1.3286703	213.0000000
933.1894140	1.3286070	198.0000000
933.2338760	1.3285437	201.0000000
933.2783380	1.3284804	204.0000000
933.3228000	1.3284171	209.0000000
933.3672620	1.3283538	205.0000000
933.4117240	1.3282905	213.0000000
933.4561860	1.3282273	192.0000000
933.5006480	1.3281640	193.0000000
933.5451100	1.3281008	204.0000000
933.5895720	1.3280375	208.0000000
933.6340340	1.3279743	209.0000000
933.6784960	1.3279110	203.0000000
933.7229580	1.3278478	203.0000000
933.7674200	1.3277846	207.0000000
